Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
920.7,0.8334,1.7624,
920.8,0.8334,1.7624,
920.9,0.8334,1.7624,
921,0.8334,1.7624,
921.1,0.8333,1.7623,
921.2,0.8333,1.7623,
921.3,0.8334,1.7624,
921.4,0.8334,1.7624,
921.5,0.8334,1.7624,
921.6,0.8334,1.7624,
921.7,0.8334,1.7624,
921.8,0.8334,1.7624,
921.9,0.8335,1.7625,
922,0.8335,1.7625,
922.1,0.8335,1.7625,
922.2,0.8335,1.7625,
922.3,0.8336,1.7626,
922.4,0.8335,1.7625,
922.5,0.8335,1.7625,
922.6,0.8335,1.7625,
922.7,0.8336,1.7626,
922.8,0.8336,1.7626,
922.9,0.8335,1.7625,
923,0.8334,1.7624,
923.1,0.8334,1.7624,
923.2,0.8335,1.7625,
923.3,0.8334,1.7624,
923.4,0.8334,1.7624,
923.5,0.8334,1.7624,
923.6,0.8335,1.7625,
923.7,0.8336,1.7626,
923.8,0.8335,1.7625,
923.9,0.8335,1.7625,
924,0.8335,1.7625,
924.1,0.8335,1.7625,
924.2,0.8336,1.7626,
924.3,0.8337,1.7627,
924.4,0.8336,1.7626,
924.5,0.8336,1.7626,
924.6,0.8336,1.7626,
924.7,0.8336,1.7626,
924.8,0.8336,1.7626,
924.9,0.8335,1.7625,
925,0.8336,1.7626,
925.1,0.8337,1.7627,
925.2,0.8337,1.7627,
925.3,0.8337,1.7627,
925.4,0.8336,1.7626,
925.5,0.8336,1.7626,
925.6,0.8336,1.7626,
925.7,0.8337,1.7627,
925.8,0.8336,1.7626,
925.9,0.8336,1.7626,
926,0.8336,1.7626,
926.1,0.8336,1.7626,
926.2,0.8337,1.7627,
926.3,0.8337,1.7627,
926.4,0.8337,1.7627,
926.5,0.8338,1.7628,
926.6,0.8336,1.7626,
926.7,0.8336,1.7626,
926.8,0.8337,1.7627,
926.9,0.8337,1.7627,
927,0.8338,1.7628,
927.1,0.8338,1.7628,
927.2,0.8338,1.7628,
927.3,0.8336,1.7626,
927.4,0.8337,1.7627,
927.5,0.8337,1.7627,
927.6,0.8338,1.7628,
927.7,0.8339,1.7629,
927.8,0.8338,1.7628,
927.9,0.8337,1.7627,
928,0.8337,1.7627,
928.1,0.8338,1.7628,
928.2,0.8338,1.7628,
928.3,0.8338,1.7628,
928.4,0.8337,1.7627,
928.5,0.8337,1.7627,
928.6,0.8337,1.7627,
928.7,0.8337,1.7627,
928.8,0.8338,1.7628,
928.9,0.8337,1.7627,
929,0.8339,1.7629,
929.1,0.8339,1.7629,
929.2,0.8339,1.7629,
929.3,0.8336,1.7626,
929.4,0.8337,1.7627,
929.5,0.8337,1.7627,
929.6,0.8336,1.7626,
929.7,0.8337,1.7627,
929.8,0.8337,1.7627,
929.9,0.8337,1.7627,
930,0.8337,1.7627,
930.1,0.8338,1.7628,
930.2,0.8337,1.7627,
930.3,0.8338,1.7628,
930.4,0.8338,1.7628,
930.5,0.8338,1.7628,
930.6,0.8338,1.7628,
930.7,0.8339,1.7629,
930.8,0.8339,1.7629,
930.9,0.8339,1.7629,
931,0.8339,1.7629,
931.1,0.8338,1.7628,
931.2,0.8338,1.7628,
931.3,0.8338,1.7628,
931.4,0.8338,1.7628,
931.5,0.8339,1.7629,
931.6,0.8339,1.7629,
931.7,0.8338,1.7628,
931.8,0.8339,1.7629,
931.9,0.8339,1.7629,
932,0.8339,1.7629,
932.1,0.8339,1.7629,
932.2,0.8339,1.7629,
932.3,0.8339,1.7629,
932.4,0.8338,1.7628,
932.5,0.8338,1.7628,
932.6,0.8337,1.7627,
932.7,0.8338,1.7628,
932.8,0.8338,1.7628,
932.9,0.8339,1.7629,
933,0.8339,1.7629,
933.1,0.8339,1.7629,
933.2,0.8339,1.7629,
933.3,0.8339,1.7629,
933.4,0.8338,1.7628,
933.5,0.8339,1.7629,
933.6,0.8339,1.7629,
933.7,0.834,1.763,
933.8,0.834,1.763,
933.9,0.8339,1.7629,
934,0.834,1.763,
934.1,0.8339,1.7629,
934.2,0.8339,1.7629,
934.3,0.834,1.763,
934.4,0.8341,1.7631,
934.5,0.834,1.763,
934.6,0.8339,1.7629,
934.7,0.834,1.763,
934.8,0.8339,1.7629,
934.9,0.8339,1.7629,
935,0.834,1.763,
935.1,0.834,1.763,
935.2,0.834,1.763,
935.3,0.834,1.763,
935.4,0.834,1.763,
935.5,0.834,1.763,
935.6,0.834,1.763,
935.7,0.8339,1.7629,
935.8,0.834,1.763,
935.9,0.834,1.763,
936,0.834,1.763,
936.1,0.834,1.763,
936.2,0.834,1.763,
936.3,0.834,1.763,
936.4,0.834,1.763,
936.5,0.8341,1.7631,
936.6,0.834,1.763,
936.7,0.834,1.763,
936.8,0.8339,1.7629,
936.9,0.8339,1.7629,
937,0.834,1.763,
937.1,0.834,1.763,
937.2,0.834,1.763,
937.3,0.8341,1.7631,
937.4,0.8341,1.7631,
937.5,0.834,1.763,
937.6,0.834,1.763,
937.7,0.834,1.763,
937.8,0.8341,1.7631,
937.9,0.8341,1.7631,
938,0.834,1.763,
938.1,0.834,1.763,
938.2,0.8339,1.7629,
938.3,0.8339,1.7629,
938.4,0.834,1.763,
938.5,0.834,1.763,
938.6,0.834,1.763,
938.7,0.8341,1.7631,
938.8,0.8342,1.7632,
938.9,0.8341,1.7631,
939,0.8341,1.7631,
939.1,0.8341,1.7631,
939.2,0.8341,1.7631,
939.3,0.8341,1.7631,
939.4,0.8341,1.7631,
939.5,0.834,1.763,
939.6,0.834,1.763,
939.7,0.834,1.763,
939.8,0.8341,1.7631,
939.9,0.8341,1.7631,
940,0.8341,1.7631,
940.1,0.8341,1.7631,
940.2,0.834,1.763,
940.3,0.834,1.763,
940.4,0.834,1.763,
940.5,0.834,1.763,
940.6,0.8341,1.7631,
940.7,0.8341,1.7631,
940.8,0.8342,1.7632,
940.9,0.834,1.763,
941,0.8341,1.7631,
941.1,0.834,1.763,
941.2,0.834,1.763,
941.3,0.834,1.763,
941.4,0.8341,1.7631,
941.5,0.8342,1.7632,
941.6,0.8342,1.7632,
941.7,0.8341,1.7631,
941.8,0.8341,1.7631,
941.9,0.8341,1.7631,
942,0.8341,1.7631,
942.1,0.8341,1.7631,
942.2,0.8341,1.7631,
942.3,0.8342,1.7632,
942.4,0.8342,1.7632,
942.5,0.8342,1.7632,
942.6,0.8341,1.7631,
942.7,0.8341,1.7631,
942.8,0.8341,1.7631,
942.9,0.8341,1.7631,
943,0.8341,1.7631,
943.1,0.8341,1.7631,
943.2,0.8341,1.7631,
943.3,0.8342,1.7632,
943.4,0.8342,1.7632,
943.5,0.8342,1.7632,
943.6,0.8341,1.7631,
943.7,0.8342,1.7632,
943.8,0.8342,1.7632,
943.9,0.8342,1.7632,
944,0.8341,1.7631,
944.1,0.8341,1.7631,
944.2,0.8342,1.7632,
944.3,0.8342,1.7632,
944.4,0.8341,1.7631,
944.5,0.8341,1.7631,
944.6,0.8342,1.7632,
944.7,0.8341,1.7631,
944.8,0.8341,1.7631,
944.9,0.8342,1.7632,
945,0.8342,1.7632,
945.1,0.8342,1.7632,
945.2,0.8342,1.7632,
945.3,0.8342,1.7632,
945.4,0.8341,1.7631,
945.5,0.8341,1.7631,
945.6,0.8342,1.7632,
945.7,0.8342,1.7632,
945.8,0.8342,1.7632,
945.9,0.8342,1.7632,
946,0.8342,1.7632,
946.1,0.8342,1.7632,
946.2,0.8342,1.7632,
946.3,0.8342,1.7632,
946.4,0.8343,1.7633,
946.5,0.8343,1.7633,
946.6,0.8342,1.7632,
946.7,0.8343,1.7633,
946.8,0.8343,1.7633,
946.9,0.8343,1.7633,
947,0.8343,1.7633,
947.1,0.8342,1.7632,
947.2,0.8343,1.7633,
947.3,0.8343,1.7633,
947.4,0.8343,1.7633,
947.5,0.8342,1.7632,
947.6,0.8342,1.7632,
947.7,0.8342,1.7632,
947.8,0.8343,1.7633,
947.9,0.8343,1.7633,
948,0.8344,1.7634,
948.1,0.8343,1.7633,
948.2,0.8344,1.7634,
948.3,0.8343,1.7633,
948.4,0.8342,1.7632,
948.5,0.8342,1.7632,
948.6,0.8343,1.7633,
948.7,0.8343,1.7633,
948.8,0.8344,1.7634,
948.9,0.8343,1.7633,
949,0.8343,1.7633,
949.1,0.8343,1.7633,
949.2,0.8343,1.7633,
949.3,0.8344,1.7634,
949.4,0.8344,1.7634,
949.5,0.8344,1.7634,
949.6,0.8344,1.7634,
949.7,0.8343,1.7633,
949.8,0.8343,1.7633,
949.9,0.8343,1.7633,
950,0.8344,1.7634,
950.1,0.8344,1.7634,
950.2,0.8345,1.7635,
950.3,0.8344,1.7634,
950.4,0.8344,1.7634,
950.5,0.8345,1.7635,
950.6,0.8344,1.7634,
950.7,0.8345,1.7635,
950.8,0.8345,1.7635,
950.9,0.8344,1.7634,
951,0.8344,1.7634,
951.1,0.8344,1.7634,
951.2,0.8344,1.7634,
951.3,0.8345,1.7635,
951.4,0.8344,1.7634,
951.5,0.8345,1.7635,
951.6,0.8345,1.7635,
951.7,0.8345,1.7635,
951.8,0.8344,1.7634,
951.9,0.8344,1.7634,
952,0.8344,1.7634,
952.1,0.8344,1.7634,
952.2,0.8344,1.7634,
952.3,0.8344,1.7634,
952.4,0.8345,1.7635,
952.5,0.8344,1.7634,
952.6,0.8344,1.7634,
952.7,0.8345,1.7635,
952.8,0.8345,1.7635,
952.9,0.8345,1.7635,
953,0.8345,1.7635,
953.1,0.8346,1.7636,
953.2,0.8344,1.7634,
953.3,0.8345,1.7635,
953.4,0.8345,1.7635,
953.5,0.8345,1.7635,
953.6,0.8346,1.7636,
953.7,0.8346,1.7636,
953.8,0.8346,1.7636,
953.9,0.8345,1.7635,
954,0.8345,1.7635,
954.1,0.8346,1.7636,
954.2,0.8345,1.7635,
954.3,0.8345,1.7635,
954.4,0.8345,1.7635,
954.5,0.8345,1.7635,
954.6,0.8345,1.7635,
954.7,0.8344,1.7634,
954.8,0.8344,1.7634,
954.9,0.8345,1.7635,
955,0.8345,1.7635,
955.1,0.8345,1.7635,
955.2,0.8344,1.7634,
955.3,0.8345,1.7635,
955.4,0.8345,1.7635,
955.5,0.8345,1.7635,
955.6,0.8345,1.7635,
955.7,0.8346,1.7636,
955.8,0.8345,1.7635,
955.9,0.8345,1.7635,
956,0.8346,1.7636,
956.1,0.8345,1.7635,
956.2,0.8345,1.7635,
956.3,0.8345,1.7635,
956.4,0.8345,1.7635,
956.5,0.8345,1.7635,
956.6,0.8345,1.7635,
956.7,0.8346,1.7636,
956.8,0.8346,1.7636,
956.9,0.8345,1.7635,
957,0.8346,1.7636,
957.1,0.8346,1.7636,
957.2,0.8347,1.7637,
957.3,0.8347,1.7637,
957.4,0.8347,1.7637,
957.5,0.8346,1.7636,
957.6,0.8345,1.7635,
957.7,0.8346,1.7636,
957.8,0.8346,1.7636,
957.9,0.8344,1.7634,
958,0.8345,1.7635,
958.1,0.8346,1.7636,
958.2,0.8346,1.7636,
958.3,0.8346,1.7636,
958.4,0.8345,1.7635,
958.5,0.8345,1.7635,
958.6,0.8345,1.7635,
958.7,0.8346,1.7636,
958.8,0.8345,1.7635,
958.9,0.8345,1.7635,
959,0.8346,1.7636,
959.1,0.8345,1.7635,
959.2,0.8346,1.7636,
959.3,0.8346,1.7636,
959.4,0.8346,1.7636,
959.5,0.8346,1.7636,
959.6,0.8347,1.7637,
959.7,0.8347,1.7637,
959.8,0.8347,1.7637,
959.9,0.8347,1.7637,
960,0.8347,1.7637,
960.1,0.8348,1.7638,
960.2,0.8347,1.7637,
960.3,0.8347,1.7637,
960.4,0.8348,1.7638,
960.5,0.8347,1.7637,
960.6,0.8346,1.7636,
960.7,0.8346,1.7636,
960.8,0.8346,1.7636,
960.9,0.8346,1.7636,
961,0.8346,1.7636,
961.1,0.8347,1.7637,
961.2,0.8347,1.7637,
961.3,0.8348,1.7638,
961.4,0.8348,1.7638,
961.5,0.8347,1.7637,
961.6,0.8347,1.7637,
961.7,0.8347,1.7637,
961.8,0.8346,1.7636,
961.9,0.8346,1.7636,
962,0.8346,1.7636,
962.1,0.8346,1.7636,
962.2,0.8346,1.7636,
962.3,0.8346,1.7636,
962.4,0.8347,1.7637,
962.5,0.8348,1.7638,
962.6,0.8348,1.7638,
962.7,0.8348,1.7638,
962.8,0.8348,1.7638,
962.9,0.8348,1.7638,
963,0.8348,1.7638,
963.1,0.8347,1.7637,
963.2,0.8348,1.7638,
963.3,0.8347,1.7637,
963.4,0.8347,1.7637,
963.5,0.8347,1.7637,
963.6,0.8348,1.7638,
963.7,0.8347,1.7637,
963.8,0.8347,1.7637,
963.9,0.8347,1.7637,
964,0.8347,1.7637,
964.1,0.8348,1.7638,
964.2,0.8347,1.7637,
964.3,0.8347,1.7637,
964.4,0.8348,1.7638,
964.5,0.8348,1.7638,
964.6,0.8348,1.7638,
964.7,0.8347,1.7637,
964.8,0.8348,1.7638,
964.9,0.8348,1.7638,
965,0.8349,1.7639,
965.1,0.8348,1.7638,
965.2,0.8347,1.7637,
965.3,0.8347,1.7637,
965.4,0.8347,1.7637,
965.5,0.8348,1.7638,
965.6,0.8348,1.7638,
965.7,0.8348,1.7638,
965.8,0.8347,1.7637,
965.9,0.8347,1.7637,
966,0.8348,1.7638,
966.1,0.8348,1.7638,
966.2,0.8348,1.7638,
966.3,0.8348,1.7638,
966.4,0.8348,1.7638,
966.5,0.8348,1.7638,
966.6,0.8347,1.7637,
966.7,0.8348,1.7638,
966.8,0.8349,1.7639,
966.9,0.8349,1.7639,
967,0.8349,1.7639,
967.1,0.835,1.764,
967.2,0.8349,1.7639,
967.3,0.8349,1.7639,
967.4,0.8349,1.7639,
967.5,0.8349,1.7639,
967.6,0.835,1.764,
967.7,0.8349,1.7639,
967.8,0.8349,1.7639,
967.9,0.835,1.764,
968,0.8349,1.7639,
968.1,0.8349,1.7639,
968.2,0.8349,1.7639,
968.3,0.8349,1.7639,
968.4,0.835,1.764,
968.5,0.835,1.764,
968.6,0.835,1.764,
968.7,0.835,1.764,
968.8,0.8349,1.7639,
968.9,0.835,1.764,
969,0.835,1.764,
969.1,0.835,1.764,
969.2,0.8348,1.7638,
969.3,0.8348,1.7638,
969.4,0.8349,1.7639,
969.5,0.8349,1.7639,
969.6,0.835,1.764,
969.7,0.8349,1.7639,
969.8,0.8348,1.7638,
969.9,0.8349,1.7639,
970,0.8349,1.7639,
970.1,0.8349,1.7639,
970.2,0.835,1.764,
970.3,0.835,1.764,
970.4,0.835,1.764,
970.5,0.835,1.764,
970.6,0.835,1.764,
970.7,0.835,1.764,
970.8,0.8348,1.7638,
970.9,0.8348,1.7638,
971,0.8348,1.7638,
971.1,0.8349,1.7639,
971.2,0.8349,1.7639,
971.3,0.8349,1.7639,
971.4,0.835,1.764,
971.5,0.8349,1.7639,
971.6,0.8349,1.7639,
971.7,0.8349,1.7639,
971.8,0.835,1.764,
971.9,0.8351,1.7641,
972,0.8351,1.7641,
972.1,0.8351,1.7641,
972.2,0.8351,1.7641,
972.3,0.8351,1.7641,
972.4,0.835,1.764,
972.5,0.835,1.764,
972.6,0.835,1.764,
972.7,0.835,1.764,
972.8,0.835,1.764,
972.9,0.8351,1.7641,
973,0.8352,1.7642,
973.1,0.835,1.764,
973.2,0.835,1.764,
973.3,0.835,1.764,
973.4,0.835,1.764,
973.5,0.835,1.764,
973.6,0.835,1.764,
973.7,0.835,1.764,
973.8,0.8351,1.7641,
973.9,0.835,1.764,
974,0.8351,1.7641,
974.1,0.835,1.764,
974.2,0.835,1.764,
974.3,0.8351,1.7641,
974.4,0.8351,1.7641,
974.5,0.8351,1.7641,
974.6,0.835,1.764,
974.7,0.8351,1.7641,
974.8,0.8351,1.7641,
974.9,0.8352,1.7642,
975,0.835,1.764,
975.1,0.835,1.764,
975.2,0.8351,1.7641,
975.3,0.8351,1.7641,
975.4,0.8351,1.7641,
975.5,0.835,1.764,
975.6,0.8351,1.7641,
975.7,0.8351,1.7641,
975.8,0.8351,1.7641,
975.9,0.8351,1.7641,
976,0.8351,1.7641,
976.1,0.8351,1.7641,
976.2,0.835,1.764,
976.3,0.8351,1.7641,
976.4,0.8351,1.7641,
976.5,0.8351,1.7641,
976.6,0.8351,1.7641,
976.7,0.835,1.764,
976.8,0.8351,1.7641,
976.9,0.8351,1.7641,
977,0.8351,1.7641,
977.1,0.8351,1.7641,
977.2,0.8351,1.7641,
977.3,0.8351,1.7641,
977.4,0.8351,1.7641,
977.5,0.8351,1.7641,
977.6,0.8352,1.7642,
977.7,0.8351,1.7641,
977.8,0.8352,1.7642,
977.9,0.8352,1.7642,
978,0.8352,1.7642,
978.1,0.8352,1.7642,
978.2,0.8352,1.7642,
978.3,0.8352,1.7642,
978.4,0.8352,1.7642,
978.5,0.8353,1.7643,
978.6,0.8353,1.7643,
978.7,0.8352,1.7642,
978.8,0.8353,1.7643,
978.9,0.8353,1.7643,
979,0.8353,1.7643,
979.1,0.8352,1.7642,
979.2,0.8352,1.7642,
979.3,0.8352,1.7642,
979.4,0.8353,1.7643,
979.5,0.8352,1.7642,
979.6,0.8352,1.7642,
979.7,0.8352,1.7642,
979.8,0.8352,1.7642,
979.9,0.8353,1.7643,
980,0.8353,1.7643,
980.1,0.8353,1.7643,
980.2,0.8353,1.7643,
980.3,0.8354,1.7644,
980.4,0.8353,1.7643,
980.5,0.8351,1.7641,
980.6,0.8352,1.7642,
980.7,0.8352,1.7642,
980.8,0.8353,1.7643,
980.9,0.8352,1.7642,
981,0.8353,1.7643,
981.1,0.8353,1.7643,
981.2,0.8353,1.7643,
981.3,0.8353,1.7643,
981.4,0.8353,1.7643,
981.5,0.8352,1.7642,
981.6,0.8352,1.7642,
981.7,0.8351,1.7641,
981.8,0.835,1.764,
981.9,0.8352,1.7642,
982,0.8352,1.7642,
982.1,0.8352,1.7642,
982.2,0.8352,1.7642,
982.3,0.8352,1.7642,
982.4,0.8352,1.7642,
982.5,0.8352,1.7642,
982.6,0.8353,1.7643,
982.7,0.8353,1.7643,
982.8,0.8352,1.7642,
982.9,0.8351,1.7641,
983,0.8351,1.7641,
983.1,0.8351,1.7641,
983.2,0.8351,1.7641,
983.3,0.835,1.764,
983.4,0.8351,1.7641,
983.5,0.8351,1.7641,
983.6,0.8351,1.7641,
983.7,0.8351,1.7641,
983.8,0.835,1.764,
983.9,0.8351,1.7641,
984,0.8351,1.7641,
984.1,0.8352,1.7642,
984.2,0.8352,1.7642,
984.3,0.8352,1.7642,
984.4,0.8351,1.7641,
984.5,0.8352,1.7642,
984.6,0.8352,1.7642,
984.7,0.8351,1.7641,
984.8,0.8352,1.7642,
984.9,0.8352,1.7642,
985,0.8352,1.7642,
985.1,0.8352,1.7642,
985.2,0.8353,1.7643,
985.3,0.8353,1.7643,
985.4,0.8353,1.7643,
985.5,0.8352,1.7642,
985.6,0.8352,1.7642,
985.7,0.8352,1.7642,
985.8,0.8353,1.7643,
985.9,0.8353,1.7643,
986,0.8352,1.7642,
986.1,0.8353,1.7643,
986.2,0.8353,1.7643,
986.3,0.8353,1.7643,
986.4,0.8352,1.7642,
986.5,0.8351,1.7641,
986.6,0.8352,1.7642,
986.7,0.8352,1.7642,
986.8,0.8352,1.7642,
986.9,0.8352,1.7642,
987,0.8352,1.7642,
987.1,0.8352,1.7642,
987.2,0.8353,1.7643,
987.3,0.8353,1.7643,
987.4,0.8353,1.7643,
987.5,0.8353,1.7643,
987.6,0.8353,1.7643,
987.7,0.8353,1.7643,
987.8,0.8354,1.7644,
987.9,0.8353,1.7643,
988,0.8353,1.7643,
988.1,0.8353,1.7643,
988.2,0.8353,1.7643,
988.3,0.8353,1.7643,
988.4,0.8354,1.7644,
988.5,0.8353,1.7643,
988.6,0.8352,1.7642,
988.7,0.8353,1.7643,
988.8,0.8354,1.7644,
988.9,0.8354,1.7644,
989,0.8354,1.7644,
989.1,0.8353,1.7643,
989.2,0.8353,1.7643,
989.3,0.8353,1.7643,
989.4,0.8353,1.7643,
989.5,0.8352,1.7642,
989.6,0.8353,1.7643,
989.7,0.8352,1.7642,
989.8,0.8353,1.7643,
989.9,0.8354,1.7644,
990,0.8354,1.7644,
990.1,0.8353,1.7643,
990.2,0.8355,1.7645,
990.3,0.8354,1.7644,
990.4,0.8353,1.7643,
990.5,0.8353,1.7643,
990.6,0.8354,1.7644,
990.7,0.8353,1.7643,
990.8,0.8354,1.7644,
990.9,0.8354,1.7644,
991,0.8354,1.7644,
991.1,0.8354,1.7644,
991.2,0.8353,1.7643,
991.3,0.8354,1.7644,
991.4,0.8354,1.7644,
991.5,0.8354,1.7644,
991.6,0.8354,1.7644,
991.7,0.8353,1.7643,
991.8,0.8353,1.7643,
991.9,0.8354,1.7644,
992,0.8354,1.7644,
992.1,0.8354,1.7644,
992.2,0.8354,1.7644,
992.3,0.8355,1.7645,
992.4,0.8355,1.7645,
992.5,0.8354,1.7644,
992.6,0.8353,1.7643,
992.7,0.8354,1.7644,
992.8,0.8354,1.7644,
992.9,0.8353,1.7643,
993,0.8354,1.7644,
993.1,0.8355,1.7645,
993.2,0.8355,1.7645,
993.3,0.8354,1.7644,
993.4,0.8354,1.7644,
993.5,0.8354,1.7644,
993.6,0.8353,1.7643,
993.7,0.8354,1.7644,
993.8,0.8354,1.7644,
993.9,0.8354,1.7644,
994,0.8354,1.7644,
994.1,0.8354,1.7644,
994.2,0.8354,1.7644,
994.3,0.8354,1.7644,
994.4,0.8354,1.7644,
994.5,0.8353,1.7643,
994.6,0.8353,1.7643,
994.7,0.8354,1.7644,
994.8,0.8354,1.7644,
994.9,0.8354,1.7644,
995,0.8354,1.7644,
995.1,0.8354,1.7644,
995.2,0.8353,1.7643,
995.3,0.8354,1.7644,
995.4,0.8355,1.7645,
995.5,0.8354,1.7644,
995.6,0.8354,1.7644,
995.7,0.8354,1.7644,
995.8,0.8353,1.7643,
995.9,0.8355,1.7645,
996,0.8354,1.7644,
996.1,0.8354,1.7644,
996.2,0.8355,1.7645,
996.3,0.8355,1.7645,
996.4,0.8355,1.7645,
996.5,0.8354,1.7644,
996.6,0.8354,1.7644,
996.7,0.8355,1.7645,
996.8,0.8355,1.7645,
996.9,0.8355,1.7645,
997,0.8355,1.7645,
997.1,0.8354,1.7644,
997.2,0.8355,1.7645,
997.3,0.8355,1.7645,
997.4,0.8355,1.7645,
997.5,0.8355,1.7645,
997.6,0.8354,1.7644,
997.7,0.8354,1.7644,
997.8,0.8355,1.7645,
997.9,0.8354,1.7644,
998,0.8354,1.7644,
998.1,0.8354,1.7644,
998.2,0.8355,1.7645,
998.3,0.8355,1.7645,
998.4,0.8354,1.7644,
998.5,0.8355,1.7645,
998.6,0.8354,1.7644,
998.7,0.8355,1.7645,
998.8,0.8356,1.7646,
998.9,0.8355,1.7645,
999,0.8355,1.7645,
999.1,0.8355,1.7645,
999.2,0.8356,1.7646,
999.3,0.8356,1.7646,
999.4,0.8356,1.7646,
999.5,0.8356,1.7646,
999.6,0.8356,1.7646,
999.7,0.8356,1.7646,
999.8,0.8355,1.7645,
999.9,0.8356,1.7646,
1000,0.8357,1.7647,
1000,0.8357,1.7647,
1000,0.8356,1.7646,
1000,0.8357,1.7647,
1000,0.8356,1.7646,
1001,0.8356,1.7646,
1001,0.8357,1.7647,
1001,0.8356,1.7646,
1001,0.8355,1.7645,
1001,0.8355,1.7645,
1001,0.8356,1.7646,
1001,0.8355,1.7645,
1001,0.8355,1.7645,
1001,0.8356,1.7646,
1001,0.8355,1.7645,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1002,0.8357,1.7647,
1002,0.8356,1.7646,
1002,0.8356,1.7646,
1003,0.8356,1.7646,
1003,0.8356,1.7646,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1003,0.8357,1.7647,
1004,0.8356,1.7646,
1004,0.8357,1.7647,
1004,0.8357,1.7647,
1004,0.8356,1.7646,
1004,0.8357,1.7647,
1004,0.8357,1.7647,
1004,0.8357,1.7647,
1004,0.8357,1.7647,
1004,0.8357,1.7647,
1004,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8359,1.7649,
1005,0.8358,1.7648,
1005,0.8358,1.7648,
1005,0.8359,1.7649,
1005,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8359,1.7649,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8358,1.7648,
1006,0.8357,1.7647,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1007,0.8357,1.7647,
1007,0.8358,1.7648,
1007,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8358,1.7648,
1008,0.8359,1.7649,
1008,0.836,1.765,
1008,0.8359,1.7649,
1009,0.8358,1.7648,
1009,0.8359,1.7649,
1009,0.8358,1.7648,
1009,0.8358,1.7648,
1009,0.8358,1.7648,
1009,0.8357,1.7647,
1009,0.8357,1.7647,
1009,0.8358,1.7648,
1009,0.8357,1.7647,
1009,0.8356,1.7646,
1010,0.8357,1.7647,
1010,0.8357,1.7647,
1010,0.8358,1.7648,
1010,0.8359,1.7649,
1010,0.8358,1.7648,
1010,0.8358,1.7648,
1010,0.8358,1.7648,
1010,0.8358,1.7648,
1010,0.8358,1.7648,
1010,0.8359,1.7649,
1011,0.8359,1.7649,
1011,0.8358,1.7648,
1011,0.8358,1.7648,
1011,0.8358,1.7648,
1011,0.8357,1.7647,
1011,0.8358,1.7648,
1011,0.8358,1.7648,
1011,0.8359,1.7649,
1011,0.8359,1.7649,
1011,0.8358,1.7648,
1012,0.8358,1.7648,
1012,0.8358,1.7648,
1012,0.8358,1.7648,
1012,0.8359,1.7649,
1012,0.8359,1.7649,
1012,0.8358,1.7648,
1012,0.8358,1.7648,
1012,0.8358,1.7648,
1012,0.8357,1.7647,
1012,0.8357,1.7647,
1013,0.8358,1.7648,
1013,0.8358,1.7648,
1013,0.8358,1.7648,
1013,0.8358,1.7648,
1013,0.8357,1.7647,
1013,0.8357,1.7647,
1013,0.8357,1.7647,
1013,0.8359,1.7649,
1013,0.8359,1.7649,
1013,0.8358,1.7648,
1014,0.8358,1.7648,
1014,0.8358,1.7648,
1014,0.8358,1.7648,
1014,0.8358,1.7648,
1014,0.8358,1.7648,
1014,0.8359,1.7649,
1014,0.8359,1.7649,
1014,0.8359,1.7649,
1014,0.8359,1.7649,
1014,0.8359,1.7649,
1015,0.8359,1.7649,
1015,0.8359,1.7649,
1015,0.8359,1.7649,
1015,0.8358,1.7648,
1015,0.8359,1.7649,
1015,0.8359,1.7649,
1015,0.836,1.765,
1015,0.836,1.765,
1015,0.8359,1.7649,
1015,0.8359,1.7649,
1016,0.8358,1.7648,
1016,0.8358,1.7648,
1016,0.8358,1.7648,
1016,0.8358,1.7648,
1016,0.8359,1.7649,
1016,0.836,1.765,
1016,0.8358,1.7648,
